profile,profile_fingerprint,query_id,family_id,hard_gate_passed,recall_at_8,precision_at_8,returned_precision_at_8,mrr_at_8,ndcg_at_8,all_required_recalled_at_8,strict_lexical_only_recall_at_8,dangerous_hit_at_8,no_answer_false_positive,hotness_pair_accuracy
ablation-0-vector-raw,0a248a52668b818f,project_release_date_zh,project_release_date,True,1.0,0.25,0.25,1.0,1.0,True,,False,,
ablation-0-vector-raw,0a248a52668b818f,project_error_policy_en,project_error_policy,True,1.0,0.125,0.125,0.5,0.7191286864217782,True,,False,,
ablation-0-vector-raw,0a248a52668b818f,project_unknown_pr_zh,project_unknown_pr,True,,,,,,,,False,True,
ablation-0-vector-raw,0a248a52668b818f,stress_forgotten_secret_zh,stress_forgotten_secret,True,,,,,,,,False,True,
ablation-0-vector-raw,0a248a52668b818f,stress_time_boundary_zh,stress_time_boundary,True,1.0,0.125,0.125,1.0,0.9940191408162895,True,,False,,
ablation-1-dual-query,0a248a52668b818f,personal_dietary_update_zh,personal_dietary_update,True,1.0,0.25,0.25,1.0,0.8647086793357165,True,,False,,
ablation-1-dual-query,0a248a52668b818f,project_identifier_lexical_mixed,project_identifier_lexical,True,0.0,0.0,0.0,0.0,0.24079667256374648,False,0.0,False,,
ablation-1-dual-query,0a248a52668b818f,personal_reply_language_zh,personal_reply_language,True,1.0,0.25,0.25,1.0,0.9721212198129313,True,,False,,
ablation-1-dual-query,0a248a52668b818f,project_storage_adr_en,project_storage_adr,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-1-dual-query,0a248a52668b818f,stress_unknown_city_abstention_zh,stress_unknown_city_abstention,True,,,,,,,,False,True,
ablation-1-dual-query,0a248a52668b818f,personal_appointment_time_zh,personal_appointment_time,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-1-dual-query,0a248a52668b818f,project_current_release_version_mixed,project_current_release_version,True,1.0,0.25,0.25,1.0,0.9110225022780709,True,,False,,
ablation-1-dual-query,0a248a52668b818f,stress_cross_user_region_zh,stress_cross_user_region,False,1.0,0.125,0.125,1.0,1.0,True,,True,,
ablation-1-dual-query,0a248a52668b818f,personal_hotness_contact_zh,personal_hotness_contact,True,1.0,0.25,0.25,1.0,0.9955388707359232,True,,False,,1.0
ablation-1-dual-query,0a248a52668b818f,project_multi_evidence_release_mixed,project_multi_evidence_release,True,1.0,0.25,0.6666666666666666,1.0,0.9651194532279319,True,,False,,
ablation-1-dual-query,0a248a52668b818f,personal_medicine_instruction_zh,personal_medicine_instruction,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-1-dual-query,0a248a52668b818f,personal_airport_pickup_mixed,personal_airport_pickup,True,0.0,0.0,0.0,0.0,0.08268058728704288,False,0.0,False,,
ablation-1-dual-query,0a248a52668b818f,personal_gift_preferences_zh,personal_gift_preferences,True,1.0,0.125,0.125,1.0,0.9860843475230173,True,,False,,
ablation-1-dual-query,0a248a52668b818f,personal_unknown_emergency_contact_zh,personal_unknown_emergency_contact,True,,,,,,,,False,True,
ablation-1-dual-query,0a248a52668b818f,personal_two_character_cjk_zh,personal_two_character_cjk,True,0.0,0.0,0.0,0.0,0.0,False,0.0,False,,
ablation-1-dual-query,0a248a52668b818f,project_api_contract_update_mixed,project_api_contract_update,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-1-dual-query,0a248a52668b818f,project_incident_root_cause_en,project_incident_root_cause,True,1.0,0.25,0.25,1.0,1.0,True,,False,,
ablation-1-dual-query,0a248a52668b818f,project_deploy_rollback_mixed,project_deploy_rollback,True,1.0,0.25,0.6666666666666666,1.0,0.8021240349919841,True,,False,,
ablation-1-dual-query,0a248a52668b818f,project_test_ownership_en,project_test_ownership,True,1.0,0.25,0.25,1.0,0.9721212198129313,True,,False,,
ablation-1-dual-query,0a248a52668b818f,stress_same_term_different_meaning_mixed,stress_same_term_different_meaning,True,1.0,0.125,0.125,1.0,0.9084880857554961,True,,False,,
ablation-1-dual-query,0a248a52668b818f,personal_coffee_update_zh,personal_coffee_update,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-1-dual-query,0a248a52668b818f,personal_train_seat_mixed,personal_train_seat,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-1-dual-query,0a248a52668b818f,personal_weekly_class_zh,personal_weekly_class,True,1.0,0.125,0.125,1.0,0.9914741064026341,True,,False,,
ablation-1-dual-query,0a248a52668b818f,personal_allergy_restaurant_en,personal_allergy_restaurant,True,1.0,0.125,0.125,1.0,0.9860843475230173,True,,False,,
ablation-1-dual-query,0a248a52668b818f,personal_unknown_parking_zh,personal_unknown_parking,True,,,,,,,,False,True,
ablation-1-dual-query,0a248a52668b818f,personal_shared_shopping_zh,personal_shared_shopping,True,1.0,0.25,0.25,1.0,0.9923556669542164,True,,False,,
ablation-1-dual-query,0a248a52668b818f,project_migration_decision_mixed,project_migration_decision,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-1-dual-query,0a248a52668b818f,project_test_command_en,project_test_command,True,1.0,0.125,0.125,1.0,0.983700288566279,True,,False,,
ablation-1-dual-query,0a248a52668b818f,project_feature_owner_zh,project_feature_owner,True,1.0,0.125,0.125,1.0,0.9499378908642151,True,,False,,
ablation-1-dual-query,0a248a52668b818f,stress_scope_channel_zh,stress_scope_channel,True,1.0,0.125,0.16666666666666666,1.0,0.9714916877216203,True,,False,,
ablation-1-dual-query,0a248a52668b818f,personal_home_temperature_zh,personal_home_temperature,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-1-dual-query,0a248a52668b818f,personal_passport_expiry_mixed,personal_passport_expiry,True,1.0,0.125,0.125,1.0,0.9828422279067397,True,,False,,
ablation-1-dual-query,0a248a52668b818f,personal_bookmark_article_en,personal_bookmark_article,True,1.0,0.125,0.125,1.0,0.948446746856493,True,,False,,
ablation-1-dual-query,0a248a52668b818f,personal_family_birthday_zh,personal_family_birthday,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-1-dual-query,0a248a52668b818f,personal_delivery_address_update_zh,personal_delivery_address_update,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-1-dual-query,0a248a52668b818f,personal_unknown_wifi_mixed,personal_unknown_wifi,True,,,,,,,,False,True,
ablation-1-dual-query,0a248a52668b818f,project_env_variable_mixed,project_env_variable,True,1.0,0.125,0.125,1.0,0.9567687797312096,True,,False,,
ablation-1-dual-query,0a248a52668b818f,project_release_date_zh,project_release_date,True,1.0,0.25,0.25,1.0,1.0,True,,False,,
ablation-1-dual-query,0a248a52668b818f,project_error_policy_en,project_error_policy,True,1.0,0.125,0.125,1.0,0.9823153295809968,True,,False,,
ablation-1-dual-query,0a248a52668b818f,project_unknown_pr_zh,project_unknown_pr,True,,,,,,,,False,True,
ablation-1-dual-query,0a248a52668b818f,stress_forgotten_secret_zh,stress_forgotten_secret,True,,,,,,,,False,True,
ablation-1-dual-query,0a248a52668b818f,stress_time_boundary_zh,stress_time_boundary,True,1.0,0.125,0.125,1.0,0.9441244583723801,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,personal_dietary_update_zh,personal_dietary_update,True,1.0,0.25,0.25,0.3333333333333333,0.5984132679484019,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,project_identifier_lexical_mixed,project_identifier_lexical,True,1.0,0.125,0.16666666666666666,0.25,0.6010163832324855,True,1.0,False,,
ablation-2-lexical-rrf,0a248a52668b818f,personal_reply_language_zh,personal_reply_language,True,1.0,0.25,0.25,1.0,0.9146628058302254,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,project_storage_adr_en,project_storage_adr,True,1.0,0.125,0.125,0.25,0.4555784564893121,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,stress_unknown_city_abstention_zh,stress_unknown_city_abstention,True,,,,,,,,False,True,
ablation-2-lexical-rrf,0a248a52668b818f,personal_appointment_time_zh,personal_appointment_time,True,1.0,0.125,0.125,1.0,0.9639988080961093,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,project_current_release_version_mixed,project_current_release_version,True,1.0,0.25,0.25,0.5,0.6277581435867285,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,stress_cross_user_region_zh,stress_cross_user_region,False,1.0,0.125,0.125,1.0,0.9680147827042069,True,,True,,
ablation-2-lexical-rrf,0a248a52668b818f,personal_hotness_contact_zh,personal_hotness_contact,True,1.0,0.25,0.25,1.0,1.0,True,,False,,1.0
ablation-2-lexical-rrf,0a248a52668b818f,project_multi_evidence_release_mixed,project_multi_evidence_release,True,1.0,0.25,0.5,1.0,1.0,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,personal_medicine_instruction_zh,personal_medicine_instruction,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,personal_airport_pickup_mixed,personal_airport_pickup,True,0.0,0.0,0.0,0.0,0.08268058728704288,False,0.0,False,,
ablation-2-lexical-rrf,0a248a52668b818f,personal_gift_preferences_zh,personal_gift_preferences,True,1.0,0.125,0.125,1.0,0.9860843475230173,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,personal_unknown_emergency_contact_zh,personal_unknown_emergency_contact,True,,,,,,,,False,True,
ablation-2-lexical-rrf,0a248a52668b818f,personal_two_character_cjk_zh,personal_two_character_cjk,True,1.0,0.125,0.125,1.0,1.0,True,1.0,False,,
ablation-2-lexical-rrf,0a248a52668b818f,project_api_contract_update_mixed,project_api_contract_update,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,project_incident_root_cause_en,project_incident_root_cause,True,1.0,0.25,0.25,1.0,1.0,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,project_deploy_rollback_mixed,project_deploy_rollback,True,1.0,0.25,0.6666666666666666,1.0,0.8721386364821466,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,project_test_ownership_en,project_test_ownership,True,1.0,0.25,0.25,1.0,1.0,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,stress_same_term_different_meaning_mixed,stress_same_term_different_meaning,True,1.0,0.125,0.125,1.0,0.9457147895126968,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,personal_coffee_update_zh,personal_coffee_update,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,personal_train_seat_mixed,personal_train_seat,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,personal_weekly_class_zh,personal_weekly_class,True,1.0,0.125,0.125,0.5,0.7191286864217782,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,personal_allergy_restaurant_en,personal_allergy_restaurant,True,1.0,0.125,0.125,1.0,0.9224037382324788,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,personal_unknown_parking_zh,personal_unknown_parking,True,,,,,,,,False,True,
ablation-2-lexical-rrf,0a248a52668b818f,personal_shared_shopping_zh,personal_shared_shopping,True,1.0,0.25,0.25,1.0,0.98994907597403,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,project_migration_decision_mixed,project_migration_decision,True,1.0,0.125,0.125,1.0,0.9639988080961093,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,project_test_command_en,project_test_command,True,1.0,0.125,0.125,1.0,0.9008932381035897,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,project_feature_owner_zh,project_feature_owner,True,1.0,0.125,0.125,1.0,0.9546966135663884,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,stress_scope_channel_zh,stress_scope_channel,True,1.0,0.125,0.14285714285714285,1.0,0.983204925844768,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,personal_home_temperature_zh,personal_home_temperature,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,personal_passport_expiry_mixed,personal_passport_expiry,True,1.0,0.125,0.125,1.0,0.9680147827042069,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,personal_bookmark_article_en,personal_bookmark_article,True,1.0,0.125,0.125,1.0,0.948446746856493,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,personal_family_birthday_zh,personal_family_birthday,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,personal_delivery_address_update_zh,personal_delivery_address_update,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,personal_unknown_wifi_mixed,personal_unknown_wifi,True,,,,,,,,False,True,
ablation-2-lexical-rrf,0a248a52668b818f,project_env_variable_mixed,project_env_variable,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,project_release_date_zh,project_release_date,True,1.0,0.25,0.25,1.0,1.0,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,project_error_policy_en,project_error_policy,True,1.0,0.125,0.125,1.0,0.9823153295809968,True,,False,,
ablation-2-lexical-rrf,0a248a52668b818f,project_unknown_pr_zh,project_unknown_pr,True,,,,,,,,False,True,
ablation-2-lexical-rrf,0a248a52668b818f,stress_forgotten_secret_zh,stress_forgotten_secret,True,,,,,,,,False,True,
ablation-2-lexical-rrf,0a248a52668b818f,stress_time_boundary_zh,stress_time_boundary,True,1.0,0.125,0.125,1.0,0.9916779671252834,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,personal_dietary_update_zh,personal_dietary_update,True,1.0,0.25,0.25,0.3333333333333333,0.6133937950944426,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,project_identifier_lexical_mixed,project_identifier_lexical,True,1.0,0.125,0.16666666666666666,0.25,0.6010163832324855,True,1.0,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,personal_reply_language_zh,personal_reply_language,True,1.0,0.25,0.25,0.5,0.5766666455144387,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,project_storage_adr_en,project_storage_adr,True,1.0,0.125,0.125,0.25,0.4555784564893121,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,stress_unknown_city_abstention_zh,stress_unknown_city_abstention,True,,,,,,,,False,True,
ablation-3-full-baseline,94aa4ff22c9b6793,personal_appointment_time_zh,personal_appointment_time,True,1.0,0.125,0.125,1.0,0.9639988080961093,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,project_current_release_version_mixed,project_current_release_version,True,1.0,0.25,0.25,1.0,0.8445575335909078,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,stress_cross_user_region_zh,stress_cross_user_region,True,1.0,0.125,0.125,1.0,0.9680147827042069,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,personal_hotness_contact_zh,personal_hotness_contact,True,1.0,0.25,0.25,1.0,1.0,True,,False,,1.0
ablation-3-full-baseline,94aa4ff22c9b6793,project_multi_evidence_release_mixed,project_multi_evidence_release,True,1.0,0.25,0.5,1.0,1.0,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,personal_medicine_instruction_zh,personal_medicine_instruction,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,personal_airport_pickup_mixed,personal_airport_pickup,True,0.0,0.0,0.0,0.0,0.08268058728704288,False,0.0,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,personal_gift_preferences_zh,personal_gift_preferences,True,1.0,0.125,0.125,1.0,0.938506417451168,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,personal_unknown_emergency_contact_zh,personal_unknown_emergency_contact,True,,,,,,,,False,True,
ablation-3-full-baseline,94aa4ff22c9b6793,personal_two_character_cjk_zh,personal_two_character_cjk,True,1.0,0.125,0.125,1.0,1.0,True,1.0,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,project_api_contract_update_mixed,project_api_contract_update,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,project_incident_root_cause_en,project_incident_root_cause,True,1.0,0.25,0.25,1.0,1.0,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,project_deploy_rollback_mixed,project_deploy_rollback,True,1.0,0.25,0.6666666666666666,1.0,0.8721386364821466,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,project_test_ownership_en,project_test_ownership,True,1.0,0.25,0.25,1.0,0.9508013338940989,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,stress_same_term_different_meaning_mixed,stress_same_term_different_meaning,True,1.0,0.125,0.125,1.0,0.9047190678134756,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,personal_coffee_update_zh,personal_coffee_update,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,personal_train_seat_mixed,personal_train_seat,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,personal_weekly_class_zh,personal_weekly_class,True,1.0,0.125,0.125,0.5,0.7137389275421615,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,personal_allergy_restaurant_en,personal_allergy_restaurant,True,1.0,0.125,0.125,1.0,0.9138778446351128,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,personal_unknown_parking_zh,personal_unknown_parking,True,,,,,,,,False,True,
ablation-3-full-baseline,94aa4ff22c9b6793,personal_shared_shopping_zh,personal_shared_shopping,True,1.0,0.25,0.25,1.0,0.98994907597403,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,project_migration_decision_mixed,project_migration_decision,True,1.0,0.125,0.125,1.0,0.9639988080961093,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,project_test_command_en,project_test_command,True,1.0,0.125,0.125,1.0,0.8862616963116376,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,project_feature_owner_zh,project_feature_owner,True,1.0,0.125,0.125,1.0,0.9546966135663884,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,stress_scope_channel_zh,stress_scope_channel,True,1.0,0.125,0.14285714285714285,1.0,0.983204925844768,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,personal_home_temperature_zh,personal_home_temperature,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,personal_passport_expiry_mixed,personal_passport_expiry,True,1.0,0.125,0.125,1.0,0.9680147827042069,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,personal_bookmark_article_en,personal_bookmark_article,True,1.0,0.125,0.125,1.0,0.9856971079415731,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,personal_family_birthday_zh,personal_family_birthday,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,personal_delivery_address_update_zh,personal_delivery_address_update,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,personal_unknown_wifi_mixed,personal_unknown_wifi,True,,,,,,,,False,True,
ablation-3-full-baseline,94aa4ff22c9b6793,project_env_variable_mixed,project_env_variable,True,1.0,0.125,0.125,1.0,1.0,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,project_release_date_zh,project_release_date,True,1.0,0.25,0.25,1.0,1.0,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,project_error_policy_en,project_error_policy,True,1.0,0.125,0.125,1.0,0.938506417451168,True,,False,,
ablation-3-full-baseline,94aa4ff22c9b6793,project_unknown_pr_zh,project_unknown_pr,True,,,,,,,,False,True,
ablation-3-full-baseline,94aa4ff22c9b6793,stress_forgotten_secret_zh,stress_forgotten_secret,True,,,,,,,,False,True,
ablation-3-full-baseline,94aa4ff22c9b6793,stress_time_boundary_zh,stress_time_boundary,True,1.0,0.125,0.125,1.0,0.9916779671252834,True,,False,,
